id,price,airline,duration,travelDate,lookupDate
InyvjiP1i31UPW8NkJZ4Y000G,506.6,UA,606,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000H,506.6,UA,610,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000B,506.6,UA,524,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000I,506.6,UA,613,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000D,506.6,UA,556,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0005,517.45,B6,406,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000K,533.6,AS,565,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000J,659.1,VX,405,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR001,168.1,B6,409,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR005,176.6,B6,598,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR006,215.6,VX,505,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00F,215.6,VX,625,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00A,216.62,B6,541,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00I,216.62,B6,644,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR002,238.1,B6,407,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR003,273.1,VX,405,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00H,274.6,SY,490,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00G,274.6,SY,485,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00J,280.6,UA,494,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR004,318.1,B6,408,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR009,338.1,UA,399,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00C,338.1,UA,419,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00B,338.1,UA,417,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR007,338.1,UA,395,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR008,338.1,UA,399,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00D,338.1,UA,419,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00E,368.1,VX,411,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00K,388.1,UA,407,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
4wDPfA3ZAvQVFTUHt9hzcD002,118.1,B6,408,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD001,118.1,B6,404,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD005,145.6,SY,485,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD006,145.6,SY,490,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00C,199.6,UA,543,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00H,230.6,UA,551,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00K,230.6,UA,623,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00G,230.6,UA,505,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD003,238.1,VX,405,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD004,238.1,VX,406,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00I,260.6,UA,521,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00J,281.6,VX,500,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD007,318.1,UA,395,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00E,318.1,UA,419,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00B,318.1,B6,409,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00A,318.1,UA,407,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD009,318.1,UA,399,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD008,318.1,UA,399,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00D,318.1,UA,417,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00F,318.1,UA,419,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7001,118.1,B6,404,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7002,118.1,B6,409,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7006,134.6,SY,490,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7005,134.6,SY,485,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700F,165.6,UA,623,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7003,168.1,VX,406,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7008,194.6,VX,500,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700H,199.6,UA,543,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700A,200.6,UA,522,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7004,207.09,B6,408,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700D,215.6,VX,495,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700G,215.6,UA,503,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7007,273.1,VX,405,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700E,318.1,UA,407,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700B,318.1,UA,399,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700K,318.1,UA,419,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700J,318.1,UA,419,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700I,318.1,UA,417,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700C,318.1,UA,399,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7009,318.1,UA,395,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO001,198.1,VX,411,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO002,207.09,B6,404,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO003,207.09,B6,409,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00C,216.62,B6,541,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00G,246.61,B6,701,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00D,246.61,B6,598,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00E,246.61,B6,605,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO004,273.1,B6,408,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00F,281.6,B6,552,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00I,281.6,B6,655,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00H,309.6,B6,558,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO006,318.1,UA,399,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO009,318.1,UA,407,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO005,318.1,UA,395,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO008,318.1,UA,407,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00B,318.1,UA,419,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO007,318.1,VX,405,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00A,318.1,UA,417,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00K,327.6,UA,576,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00J,337.6,UA,522,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N001,168.1,B6,404,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N002,198.1,VX,411,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N003,273.1,B6,408,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00E,294.6,UA,721,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00F,294.6,UA,746,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N008,319.6,B6,632,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N009,319.6,B6,702,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00G,329.6,UA,682,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00I,329.6,UA,719,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00C,329.6,UA,624,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00K,329.6,UA,737,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N004,338.1,UA,407,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N006,339.6,SY,490,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N005,368.1,VX,405,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00B,376.6,B6,598,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00D,394.6,VX,625,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N007,448.1,UA,411,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00H,471.6,UA,522,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00J,478.6,UA,523,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00A,518.1,UA,395,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS005,134.6,SY,490,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS001,168.1,B6,404,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS002,168.1,B6,409,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS003,187.1,B6,408,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS009,196.6,B6,541,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS004,198.1,VX,406,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00C,200.6,UA,542,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00J,200.6,UA,589,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00H,215.6,UA,521,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
